brand,model_original,model_primeira_palavra
Land Rover,Range Rover EVOQUE SE,Range
Land Rover,Range Rover EVOQUE Zanzibar,Range
Land Rover,Range Rover HSE,Range
Land Rover,Range Rover SE,Range
Land Rover,Range Rover SE.,Range
Land Rover,Range Rover Sport,Range
Land Rover,Range Rover Sport Dynamic HSE,Range
Land Rover,Range Rover Sport HSE,Range
Land Rover,Range Rover Sport HSE SUPERCHAR.,Range
Land Rover,Range Rover Sport SE,Range
Land Rover,Range Rover Sport SE Dy.3.0 I6 Die.(Hib),Range
Land Rover,Range Rover Sport SE SUPERCH.,Range
Land Rover,Range Rover Sport SUPERCHAGED,Range
Land Rover,Range Rover Sport SVR SUPERCHA.,Range
Land Rover,Range Rover SUPERCHARGED,Range
Land Rover,Range Rover SV,Range
Land Rover,Range Rover SV.,Range
Land Rover,Range Rover Vogue,Range
Land Rover,Range Rover Vogue HSE,Range
Land Rover,Range Rover Vogue SE,Range
Land Rover,Range Rover Vogue SE SUPERCHAR.,Range
Land Rover,Range.R. SP.HSE Dyn.BL.,Range.R.
Lexus,CT200h,CT200h
Lexus,CT200h F-Sport,CT200h
Lexus,ES-300,ES-300
Lexus,ES-330,ES-330
Lexus,ES-350,ES-350
Lexus,ES300h,ES300h
Lexus,GS,GS
Lexus,IS-250,IS-250
Lexus,IS-250 F Sport,IS-250
Lexus,IS-300,IS-300
Lexus,LS,LS
Lexus,LS-460L,LS-460L
Lexus,NX-200t F-Sport AWD,NX-200t
Lexus,NX-200t Luxury AWD,NX-200t
Lexus,NX-300 Dynamic,NX-300
Lexus,NX-300 F-Sport,NX-300
Lexus,NX-300 Luxury,NX-300
Lexus,NX-300h Dynamic,NX-300h
Lexus,NX-300h F-Sport,NX-300h
Lexus,NX-300h Luxury,NX-300h
Lexus,NX-350h,NX-350h
Lexus,NX-350h AWD F-Sport,NX-350h
Lexus,NX-450h+ AWD,NX-450h+
Lexus,RX,RX
Lexus,RX-350,RX-350
Lexus,RX-350 F-Sport,RX-350
Lexus,RX-450h F-Sport AWD,RX-450h
Lexus,RX-450h Luxury AWD,RX-450h
Lexus,RX-450h+ AWD,RX-450h+
Lexus,RX-500h,RX-500h
Lexus,SC,SC
Lexus,UX-250h Dynamic,UX-250h
Lexus,UX-250h F-Sport,UX-250h
Lexus,UX-250h Luxury,UX-250h
Lexus,UX-300h,UX-300h
Maserati,222 SE/SR,222
Maserati,228,228
Maserati,3200 GT Cupê,3200
Maserati,3200 GT Cupê Aut.,3200
Maserati,430,430
Maserati,430 II,430
Maserati,Coupé CC,Coupé
Maserati,Ghibli,Ghibli
Maserati,Ghibli GT,Ghibli
Maserati,Ghibli S Q4,Ghibli
Maserati,Gran Turismo Sport,Gran
Maserati,GranCabrio,GranCabrio
Maserati,GranSport,GranSport
Maserati,GranSport Spyder,GranSport
Maserati,GranTurismo,GranTurismo
Maserati,GranTurismo MC Stradale,GranTurismo
Maserati,GranTurismo S,GranTurismo
Maserati,Levante,Levante
Maserati,Levante GT,Levante
Maserati,Levante S,Levante
Maserati,Levante Trofeo,Levante
Maserati,MC20,MC20
Maserati,Quattroporte Automatica,Quattroporte
Maserati,Quattroporte Evolucione Aut.,Quattroporte
Maserati,Quattroporte Evolucione Mec.,Quattroporte
Maserati,Quattroporte Executive,Quattroporte
Maserati,Quattroporte GTS,Quattroporte
Maserati,Quattroporte S,Quattroporte
Maserati,Quattroporte Sport,Quattroporte
Maserati,Quattroporte Sport GT-S,Quattroporte
Maserati,Shamal,Shamal
Maserati,Spyder CC,Spyder
Maserati,Spyder IE,Spyder
Mazda,323,323
Mazda,626 GLX,626
Mazda,626 GT,626
Mazda,626 Sedan Aut.,626
Mazda,626 Sedan High,626
Mazda,626 Sedan Mec.,626
Mazda,626 Sedan Top,626
Mazda,626 SW,626
Mazda,626 SW High,626
Mazda,929 V6 Aut,929
Mazda,B-2500 Pick-Up,B-2500
Mazda,B-2500 Pick-Up CD,B-2500
Mazda,B2200 Pick-Up,B2200
Mazda,B2200 Pick-Up CD,B2200
Mazda,Millenia,Millenia
Mazda,MPV Minivan Aut,MPV
Mazda,MX-3,MX-3
Mazda,MX-3 GS,MX-3
Mazda,MX-5 Mec,MX-5
Mazda,Navajo LX,Navajo
Mazda,Protegé Aut.,Protegé
Mazda,Protegé High,Protegé
Mazda,Protegé Mec.,Protegé
Mazda,RX,RX
Mercedes-Benz,180-D Pick-Up/Furgão,180-D
Mercedes-Benz,180-D Van,180-D
Mercedes-Benz,190-E,190-E
Mercedes-Benz,230-E,230-E
Mercedes-Benz,260-E,260-E
Mercedes-Benz,300-D,300-D
Mercedes-Benz,300-E,300-E
Mercedes-Benz,300-SE,300-SE
Mercedes-Benz,300-SL,300-SL
Mercedes-Benz,300-TE Wagon,300-TE
Mercedes-Benz,500-E,500-E
Mercedes-Benz,500-SEC/ SL,500-SEC/
Mercedes-Benz,500-SEL,500-SEL
Mercedes-Benz,560-SEL,560-SEL
Mercedes-Benz,A,A
Mercedes-Benz,A-35 AMG,A-35
Mercedes-Benz,A-35 AMG Laun. Edition,A-35
Mercedes-Benz,A-35 AMG Sedan,A-35
Mercedes-Benz,A-45  S AMG,A-45
Mercedes-Benz,C-180,C-180
Mercedes-Benz,C-180 CGI Avant.,C-180
Mercedes-Benz,C-180 CGI Classic,C-180
Mercedes-Benz,C-180 CGI Coupe,C-180
Mercedes-Benz,C-180 CGI Coupe Avant.,C-180
Mercedes-Benz,C-180 CGI Coupe Sport,C-180
Mercedes-Benz,C-180 CGI Estate Avant.,C-180
Mercedes-Benz,C-180 CGI Exc.,C-180
Mercedes-Benz,C-180 CGI Sport,C-180
Mercedes-Benz,C-180 CGI Touring,C-180
Mercedes-Benz,C-180 CGI Touring Sport,C-180
Mercedes-Benz,C-180 Classic/Classic Plus/Elegance,C-180
Mercedes-Benz,C-180 Kompressor Classic,C-180
Mercedes-Benz,C-200,C-200
Mercedes-Benz,C-200 AMG Line EQ Boost,C-200
Mercedes-Benz,C-200 Avantgarde,C-200
Mercedes-Benz,C-200 CGI Avantgarde,C-200
Mercedes-Benz,C-200 CGI Sport,C-200
Mercedes-Benz,C-200 CGI Touring Avantgarde,C-200
Mercedes-Benz,C-200 Classic/Sport,C-200
Mercedes-Benz,C-200 Kompressor,C-200
Mercedes-Benz,C-200 Kompressor Avant.1.8,C-200
Mercedes-Benz,C-200 Kompressor Classic,C-200
Mercedes-Benz,C-200 Sportcoupé Komp.,C-200
Mercedes-Benz,C-200 Touring Komp.,C-200
Mercedes-Benz,C-200 Touring Komp. Avant.,C-200
Mercedes-Benz,C-220 Classic/Elegance/Sport,C-220
Mercedes-Benz,C-230 Avantgarde,C-230
Mercedes-Benz,C-230 Komp. Sportcoupé,C-230
Mercedes-Benz,C-230 Kompressor Avantgarde,C-230
Mercedes-Benz,C-230 Sport/ Eleg./Touring Eleg.Plus,C-230
Mercedes-Benz,C-230 Touring Avant.,C-230
Mercedes-Benz,C-230 Touring Kompressor,C-230
Mercedes-Benz,C-240 AvantGarde,C-240
Mercedes-Benz,C-240 Classic,C-240
Mercedes-Benz,C-240 Elegance,C-240
Mercedes-Benz,C-250 Avantgarde,C-250
Mercedes-Benz,C-250 CGI Sport,C-250
Mercedes-Benz,C-250 CGI Sport Coupe,C-250
Mercedes-Benz,C-250 Sport,C-250
Mercedes-Benz,C-250 Sport Coupe,C-250
Mercedes-Benz,C-280 Avantgarde,C-280
Mercedes-Benz,C-280 Classic/Sport,C-280
Mercedes-Benz,C-280 Elegance,C-280
Mercedes-Benz,C-280 Touring,C-280
Mercedes-Benz,C-300 AMG Line,C-300
Mercedes-Benz,C-300 Anniversary Lim. Edit.,C-300
Mercedes-Benz,C-300 Avantgarde,C-300
Mercedes-Benz,C-300 Cabriolet,C-300
Mercedes-Benz,C-300 Coupé Sport,C-300
Mercedes-Benz,C-300 Estate Avantgarde,C-300
Mercedes-Benz,C-300 Sport,C-300
Mercedes-Benz,C-320 AvantGarde,C-320
Mercedes-Benz,C-320 Elegance,C-320
Mercedes-Benz,C-320 Touring,C-320
Mercedes-Benz,C-350 Avantgarde/ Elegance,C-350
Mercedes-Benz,C-350 CGI Sport,C-350
Mercedes-Benz,C-350 Sport,C-350
Mercedes-Benz,C-350 Sportcoupé,C-350
Mercedes-Benz,C-350 Touring AvantGarde,C-350
Mercedes-Benz,C-36 AMG,C-36
Mercedes-Benz,C-43 AMG,C-43
Mercedes-Benz,C-43 Coupe AMG,C-43
Mercedes-Benz,C-450 AMG Sport,C-450
Mercedes-Benz,C-55 AMG,C-55
Mercedes-Benz,C-55 Touring AMG,C-55
Mercedes-Benz,C-63 AMG,C-63
Mercedes-Benz,C-63 AMG S E Perf. F1 Ed. Aut.(Híbrido),C-63
Mercedes-Benz,C-63 AMG S E Performance Aut.(Híbrido),C-63
Mercedes-Benz,C-63 Coupe AMG,C-63
Mercedes-Benz,C-63 Coupe AMG Black Series,C-63
Mercedes-Benz,C-63 S AMG,C-63
Mercedes-Benz,C-63 S Coupe AMG,C-63
Mercedes-Benz,C-63 Touring AMG,C-63
Mercedes-Benz,CL-500,CL-500
Mercedes-Benz,CL-600,CL-600
Mercedes-Benz,CL-63 AMG,CL-63
Mercedes-Benz,CL-65 AMG,CL-65
Mercedes-Benz,CLA-180,CLA-180
Mercedes-Benz,CLA-200,CLA-200
Mercedes-Benz,CLA-200 AMG Line,CLA-200
Mercedes-Benz,CLA-200 First Edition,CLA-200
Mercedes-Benz,CLA-200 Progressive,CLA-200
Mercedes-Benz,CLA-200 Urban,CLA-200
Mercedes-Benz,CLA-200 Vision,CLA-200
Mercedes-Benz,CLA-250,CLA-250
Mercedes-Benz,CLA-250 Sport,CLA-250
Mercedes-Benz,CLA-35 AMG,CLA-35
Mercedes-Benz,CLA-35 AMG Launch Edition,CLA-35
Mercedes-Benz,CLA-45 AMG,CLA-45
Mercedes-Benz,CLA-45 S AMG,CLA-45
Mercedes-Benz,Classe A,Classe
Mercedes-Benz,Classe A45 AMG,Classe
Mercedes-Benz,Classe B,Classe
Mercedes-Benz,Classe R,Classe
Mercedes-Benz,Classic,Classic
Mercedes-Benz,CLC,CLC
Mercedes-Benz,CLK-230 Cabriolet Kompressor,CLK-230
Mercedes-Benz,CLK-230 Kompressor,CLK-230
Mercedes-Benz,CLK-320 AvantGarde,CLK-320
Mercedes-Benz,CLK-320 AvantGarde Cabriolet,CLK-320
Mercedes-Benz,CLK-320 Elegance,CLK-320
Mercedes-Benz,CLK-320 Elegance Cabriolet,CLK-320
Mercedes-Benz,CLK-320 Sport,CLK-320
Mercedes-Benz,CLK-320 Sport Cabriolet,CLK-320
Mercedes-Benz,CLK-350 Avant./ Elegance,CLK-350
Mercedes-Benz,CLK-350 Avant./Eleg. Cabriolet,CLK-350
Mercedes-Benz,CLK-430 Avantgard Cabriolet,CLK-430
Mercedes-Benz,CLK-430 AvantGarde,CLK-430
Mercedes-Benz,CLK-430 Elegance,CLK-430
Mercedes-Benz,CLK-430 Elegance Cabriolet,CLK-430
Mercedes-Benz,CLK-430 Sport,CLK-430
Mercedes-Benz,CLK-500 Cabriolet V8,CLK-500
Mercedes-Benz,CLK-500 Elegance/ Avant.,CLK-500
Mercedes-Benz,CLK-55 AMG Cabriolet V8,CLK-55
Mercedes-Benz,CLK-55 AMG V8,CLK-55
Mercedes-Benz,CLS-350 CGI,CLS-350
Mercedes-Benz,CLS-350 V6,CLS-350
Mercedes-Benz,CLS-400,CLS-400
Mercedes-Benz,CLS-450,CLS-450
Mercedes-Benz,CLS-500 V8,CLS-500
Mercedes-Benz,CLS-53 AMG,CLS-53
Mercedes-Benz,CLS-55 Kompressor AMG,CLS-55
Mercedes-Benz,CLS-63 AMG,CLS-63
Mercedes-Benz,E-190,E-190
Mercedes-Benz,E-190 Classic,E-190
Mercedes-Benz,E-200 Classic,E-200
Mercedes-Benz,E-220 Classic/Touring,E-220
Mercedes-Benz,E-230 Elegance,E-230
Mercedes-Benz,E-240 Elegance,E-240
Mercedes-Benz,E-250 Cabriolet,E-250
Mercedes-Benz,E-250 CGI Avantgarde,E-250
Mercedes-Benz,E-250 CGI Coupe,E-250
Mercedes-Benz,E-250 CGI VR4,E-250
Mercedes-Benz,E-250 Coupe,E-250
Mercedes-Benz,E-250 Excl. Launch Ed.,E-250
Mercedes-Benz,E-250 Exclusive,E-250
Mercedes-Benz,E-280 Classic,E-280
Mercedes-Benz,E-280 Touring,E-280
Mercedes-Benz,E-300 AMG Line,E-300
Mercedes-Benz,E-300 Avantgarde,E-300
Mercedes-Benz,E-300 Avantgarde Sport,E-300
Mercedes-Benz,E-300 Cabriolet,E-300
Mercedes-Benz,E-300 Coupe,E-300
Mercedes-Benz,E-300 Exclusive,E-300
Mercedes-Benz,E-320,E-320
Mercedes-Benz,E-320 Avantgarde,E-320
Mercedes-Benz,E-320 C,E-320
Mercedes-Benz,E-320 Cabriolet,E-320
Mercedes-Benz,E-320 Touring Avantgarde,E-320
Mercedes-Benz,E-320 Touring Eleg./Classic,E-320
Mercedes-Benz,E-350  Touring Avant/Eleg.,E-350
Mercedes-Benz,E-350 Avant./Avant. Execut.,E-350
Mercedes-Benz,E-350 Avantgarde/ Elegance,E-350
Mercedes-Benz,E-350 Cabrio,E-350
Mercedes-Benz,E-350 CGI Avant. Sport,E-350
Mercedes-Benz,E-350 CGI Cabriolet,E-350
Mercedes-Benz,E-350 CGI Executive,E-350
Mercedes-Benz,E-350 CGI Guard VR4,E-350
Mercedes-Benz,E-350 Coupe,E-350
Mercedes-Benz,E-350 Sport,E-350
Mercedes-Benz,E-400 Avantgarde,E-400
Mercedes-Benz,E-400 Cabriolet,E-400
Mercedes-Benz,E-420 Classic/Elegance/Avantgarde,E-420
Mercedes-Benz,E-420 Touring Avantgarde,E-420
Mercedes-Benz,E-43 AMG,E-43
Mercedes-Benz,E-430 Avantgarde,E-430
Mercedes-Benz,E-430 Elegance,E-430
Mercedes-Benz,E-430 Touring Avantgarde,E-430
Mercedes-Benz,E-500 Avangarde Executive,E-500
Mercedes-Benz,E-500 Avant.,E-500
Mercedes-Benz,E-500 CGI Guard VR4,E-500
Mercedes-Benz,E-500 Coupe Sport,E-500
Mercedes-Benz,E-500 Elegance/ Avant.,E-500
Mercedes-Benz,E-500 Sport Avantgarde,E-500
Mercedes-Benz,E-500 Tour. Avant./ Eleg.,E-500
Mercedes-Benz,E-53 AMG,E-53
Mercedes-Benz,E-55 AMG,E-55
Mercedes-Benz,E-55 Touring AMG,E-55
Mercedes-Benz,E-63 AMG,E-63
Mercedes-Benz,E-63 S AMG,E-63
Mercedes-Benz,E-63 Touring AMG,E-63
Mercedes-Benz,EQA,EQA
Mercedes-Benz,EQB,EQB
Mercedes-Benz,EQC,EQC
Mercedes-Benz,EQE,EQE
Mercedes-Benz,EQS,EQS
Mercedes-Benz,eSprinter,eSprinter
Mercedes-Benz,G-55 Kompressor AMG,G-55
Mercedes-Benz,G-63 AMG,G-63
Mercedes-Benz,G-63 AMG ED1,G-63
Mercedes-Benz,GL-350 Sport,GL-350
Mercedes-Benz,GL-500,GL-500
Mercedes-Benz,GL-63 AMG,GL-63
Mercedes-Benz,GLA,GLA
Mercedes-Benz,GLB,GLB
Mercedes-Benz,GLC,GLC
Mercedes-Benz,GLC-300,GLC-300
Mercedes-Benz,GLC-300 AMG L. Cou.,GLC-300
Mercedes-Benz,GLC-300 AMG Line,GLC-300
Mercedes-Benz,GLC-300 AMG Line Coupe,GLC-300
Mercedes-Benz,GLC-300 Coupe,GLC-300
Mercedes-Benz,GLC-43 AMG,GLC-43
Mercedes-Benz,GLC-43 AMG Coupe,GLC-43
Mercedes-Benz,GLC-63 AMG,GLC-63
Mercedes-Benz,GLC-63 S AMG,GLC-63
Mercedes-Benz,GLC-63 S AMG E Perf. Coupe,GLC-63
Mercedes-Benz,GLE-350,GLE-350
Mercedes-Benz,GLE-350 Family,GLE-350
Mercedes-Benz,GLE-350 Highway,GLE-350
Mercedes-Benz,GLE-350 Sport,GLE-350
Mercedes-Benz,GLE-400,GLE-400
Mercedes-Benz,GLE-400 Coupe,GLE-400
Mercedes-Benz,GLE-400 Coupe High.,GLE-400
Mercedes-Benz,GLE-400 Night Coupe,GLE-400
Mercedes-Benz,GLE-43 AMG,GLE-43
Mercedes-Benz,GLE-450,GLE-450
Mercedes-Benz,GLE-450 AMG,GLE-450
Mercedes-Benz,GLE-450 Coupe,GLE-450
Mercedes-Benz,GLE-53 AMG,GLE-53
Mercedes-Benz,GLE-63 AMG,GLE-63
Mercedes-Benz,GLE-63 S AMG,GLE-63
Mercedes-Benz,GLK-220 CDI,GLK-220
Mercedes-Benz,GLK-220 Sport CDI,GLK-220
Mercedes-Benz,GLK-280,GLK-280
Mercedes-Benz,GLK-300,GLK-300
Mercedes-Benz,GLS-350 V6,GLS-350
Mercedes-Benz,GLS-450,GLS-450
Mercedes-Benz,GLS-450 AMG Line,GLS-450
Mercedes-Benz,GLS-500,GLS-500
Mercedes-Benz,GLS-63 AMG,GLS-63
Mercedes-Benz,GT,GT
Mercedes-Benz,GT AMG,GT
Mercedes-Benz,GT AMG BLACK SERIES,GT
Mercedes-Benz,GT C Roadster AMG,GT
Mercedes-Benz,GT R AMG,GT
Mercedes-Benz,GT S AMG,GT
Mercedes-Benz,ML-230,ML-230
Mercedes-Benz,ML-320,ML-320
Mercedes-Benz,ML-350,ML-350
Mercedes-Benz,ML-350 Sport,ML-350
Mercedes-Benz,ML-350 Sport CGI,ML-350
Mercedes-Benz,ML-430,ML-430
Mercedes-Benz,ML-500 V8,ML-500
Mercedes-Benz,ML-55 AMG,ML-55
Mercedes-Benz,ML-63 AMG,ML-63
Mercedes-Benz,S-320 L Classic/Wagon Classic,S-320
Mercedes-Benz,S-400,S-400
Mercedes-Benz,S-420 Classic,S-420
Mercedes-Benz,S-500,S-500
Mercedes-Benz,S-500 C Classic,S-500
Mercedes-Benz,S-500 L/ L Classic/ Wagon Classic,S-500
Mercedes-Benz,S-500 Maybach,S-500
Mercedes-Benz,S-500L,S-500L
Mercedes-Benz,S-55 AMG V8,S-55
Mercedes-Benz,S-560L,S-560L
Mercedes-Benz,S-600 L/ L Classic/ Wagon Classic,S-600
Mercedes-Benz,S-600/ S-600 C Classic,S-600/
Mercedes-Benz,S-63 AMG,S-63
Mercedes-Benz,S-63 AMG S E Performance Aut. (Híbrido),S-63
Mercedes-Benz,S-63 Cabriolet AMG,S-63
Mercedes-Benz,S-63 Coupe AMG,S-63
Mercedes-Benz,S-63 L AMG,S-63
Mercedes-Benz,S-65 AMG,S-65
Mercedes-Benz,S-65 AMG Coupe,S-65
Mercedes-Benz,S-65 L AMG,S-65
Mercedes-Benz,SE-500,SE-500
Mercedes-Benz,SL-280 Classic,SL-280
Mercedes-Benz,SL-320,SL-320
Mercedes-Benz,SL-350,SL-350
Mercedes-Benz,SL-350 Sport,SL-350
Mercedes-Benz,SL-400,SL-400
Mercedes-Benz,SL-500,SL-500
Mercedes-Benz,SL-55 AMG V8,SL-55
Mercedes-Benz,SL-600,SL-600
Mercedes-Benz,SL-63 AMG,SL-63
Mercedes-Benz,SL-63 AMG S E Performance Aut. (Híbrido),SL-63
Mercedes-Benz,SL-65 AMG,SL-65
Mercedes-Benz,SLC-300,SLC-300
Mercedes-Benz,SLC-43 AMG,SLC-43
Mercedes-Benz,SLK-200 Kompressor,SLK-200
Mercedes-Benz,SLK-230 Kompressor,SLK-230
Mercedes-Benz,SLK-230 Plus,SLK-230
Mercedes-Benz,SLK-250 CGI,SLK-250
Mercedes-Benz,SLK-300,SLK-300
Mercedes-Benz,SLK-320,SLK-320
Mercedes-Benz,SLK-350,SLK-350
Mercedes-Benz,SLK-55 AMG V8,SLK-55
Mercedes-Benz,SLS-63 AMG,SLS-63
Mercedes-Benz,SLS-63 AMG Roadster,SLS-63
Mercedes-Benz,Sprin.,Sprin.
Mercedes-Benz,Sprinter,Sprinter
Mercedes-Benz,VITO,VITO
Mercedes-Benz,VITO TOURER,VITO
MINI,Aceman E (Elétrico),Aceman
MINI,Aceman SE (Elétrico),Aceman
MINI,COOPER,COOPER
MINI,COOPER CABRIO,COOPER
MINI,COOPER CABRIO John Works,COOPER
MINI,COOPER CABRIO S,COOPER
MINI,COOPER CABRIO S HIGHGATE,COOPER
MINI,COOPER Clubman,COOPER
MINI,COOPER Clubman John Work ALL4,COOPER
MINI,COOPER COU. SE SHAD. ED. ALL4,COOPER
MINI,COOPER Country. John W. ALL4 Exclu.,COOPER
MINI,COOPER Country. John Works ALL4,COOPER
MINI,COOPER Country. SE ALL4 Excl. (Elétrico),COOPER
MINI,COOPER Country. SE ALL4 Top (Elétrico),COOPER
MINI,COOPER Countryman,COOPER
MINI,COOPER Countryman ALL4,COOPER
MINI,COOPER Countryman S,COOPER
MINI,COOPER Countryman S ALL4,COOPER
MINI,COOPER Countryman S E ALL4,COOPER
MINI,COOPER COUPE,COOPER
MINI,COOPER COUPE John Works,COOPER
MINI,COOPER COUPE S,COOPER
MINI,COOPER E,COOPER
MINI,COOPER John Works,COOPER
MINI,COOPER John Works Aceman E,COOPER
MINI,COOPER John Works E,COOPER
MINI,COOPER John Works GP3,COOPER
MINI,COOPER John.W.Pat.Moss,COOPER
MINI,COOPER PACEMAN S,COOPER
MINI,COOPER PACEMAN S ALL4,COOPER
MINI,COOPER PACEMAN S John Works ALL4,COOPER
MINI,COOPER ROADSTER,COOPER
MINI,COOPER ROADSTER John Works,COOPER
MINI,COOPER ROADSTER S,COOPER
MINI,COOPER S,COOPER
MINI,COOPER S BAYSWATER,COOPER
MINI,COOPER S Clubman,COOPER
MINI,COOPER S Mayfield Edition,COOPER
MINI,COOPER S SEVEN,COOPER
MINI,COOPER SE,COOPER
MINI,COOPER SE Exclusive,COOPER
MINI,COOPER SE Multitone Edit.,COOPER
MINI,COOPER SE Resolute Edition,COOPER
MINI,COOPER SE Sport,COOPER
MINI,COOPER SE Top,COOPER
MINI,COOPER SE Top Collection,COOPER
MINI,ONE,ONE
Mitsubishi,3000 GT SL,3000
Mitsubishi,3000 GT VR-4,3000
Mitsubishi,Airtrek,Airtrek
Mitsubishi,ASX,ASX
Mitsubishi,ASX GLS FWD,ASX
Mitsubishi,ASX HPE AWD,ASX
Mitsubishi,ASX HPE FWD,ASX
Mitsubishi,ASX HPE-S AWD Flex,ASX
Mitsubishi,ASX O NEILL,ASX
Mitsubishi,ASX OUTDOOR,ASX
Mitsubishi,ASX-S,ASX-S
Mitsubishi,Colt GLXi,Colt
Mitsubishi,Colt GTi Mec,Colt
Mitsubishi,Diamant  LS,Diamant
Mitsubishi,Eclipse Cross GLS,Eclipse
Mitsubishi,Eclipse Cross GLS RUSH,Eclipse
Mitsubishi,Eclipse Cross HPE,Eclipse
Mitsubishi,Eclipse Cross HPE Black,Eclipse
Mitsubishi,Eclipse Cross HPE-S,Eclipse
Mitsubishi,Eclipse Cross HPE-S Black,Eclipse
Mitsubishi,Eclipse Cross HPE-S MTSp.,Eclipse
Mitsubishi,Eclipse Cross HPE-S Outd.,Eclipse
Mitsubishi,Eclipse Cross HPE-S Sport,Eclipse
Mitsubishi,Eclipse Cross RUSH,Eclipse
Mitsubishi,Eclipse Cross Tarmac,Eclipse
Mitsubishi,Eclipse GS/ GS Turbo Mec,Eclipse
Mitsubishi,Eclipse GST,Eclipse
Mitsubishi,Eclipse GSX,Eclipse
Mitsubishi,Eclipse GT,Eclipse
Mitsubishi,Expo LRV Sport,Expo
Mitsubishi,Expo SP Van,Expo
Mitsubishi,Galant,Galant
Mitsubishi,Galant ES,Galant
Mitsubishi,Galant GS,Galant
Mitsubishi,GRANDIS,GRANDIS
Mitsubishi,L200,L200
Mitsubishi,L200 Evolution,L200
Mitsubishi,L200 GL,L200
Mitsubishi,L200 GLS,L200
Mitsubishi,L200 GLS Sport,L200
Mitsubishi,L200 HPE,L200
Mitsubishi,L200 L,L200
Mitsubishi,L200 OUTDOOR GLS,L200
Mitsubishi,L200 OUTDOOR HPE,L200
Mitsubishi,L200 RI/ RII/ RIII CD,L200
Mitsubishi,L200 Savana,L200
Mitsubishi,L200 Sport,L200
Mitsubishi,L200 Sport HPE,L200
Mitsubishi,L200 Sport RS,L200
Mitsubishi,L200 T. OUTDOOR,L200
Mitsubishi,L200 T.OUTDOOR,L200
Mitsubishi,L200 Tri. Out. HPE-S,L200
Mitsubishi,L200 Tri. Outd. GLX,L200
Mitsubishi,L200 Tri. Outd. HPE,L200
Mitsubishi,L200 Tri. Outdo. GLS,L200
Mitsubishi,L200 Tri. S. Outd. Plus,L200
Mitsubishi,L200 Tri. S.Terra HPE-S,L200
Mitsubishi,L200 Tri. S.Urban HPE-S,L200
Mitsubishi,L200 Tri. Sav. SERTOES,L200
Mitsubishi,L200 Tri. Sport Outd. GLX,L200
Mitsubishi,L200 Tri. Sport Outdoor,L200
Mitsubishi,L200 Tri.HLS Chrome Ed.,L200
Mitsubishi,L200 Trit. S.Out. GLS,L200
Mitsubishi,L200 Triton GL,L200
Mitsubishi,L200 Triton GLS,L200
Mitsubishi,L200 Triton GLX,L200
Mitsubishi,L200 Triton HLS,L200
Mitsubishi,L200 Triton HPE,L200
Mitsubishi,L200 Triton KTM,L200
Mitsubishi,L200 Triton MotorSports HPE,L200
Mitsubishi,L200 Triton OUTDOOR,L200
Mitsubishi,L200 Triton S. HPE FTP,L200
Mitsubishi,L200 Triton Savana,L200
Mitsubishi,L200 Triton Savanaoff,L200
Mitsubishi,L200 Triton Sport GLS,L200
Mitsubishi,L200 Triton Sport GLX,L200
Mitsubishi,L200 Triton Sport HPE,L200
Mitsubishi,L200 Triton Sport HPE-S,L200
Mitsubishi,L200 Triton XB,L200
Mitsubishi,L300 Base/DX/Canter,L300
Mitsubishi,L300 Top/Luxo,L300
Mitsubishi,Lancer,Lancer
Mitsubishi,Lancer Evol.,Lancer
Mitsubishi,Lancer Evol. VI,Lancer
Mitsubishi,Lancer Evol. X J. Easton,Lancer
Mitsubishi,Lancer Evolut. IX MR,Lancer
Mitsubishi,Lancer Evolut. VII/ VIII/ IX,Lancer
Mitsubishi,Lancer Evolution X,Lancer
Mitsubishi,Lancer GLX,Lancer
Mitsubishi,Lancer GT,Lancer
Mitsubishi,Lancer GTi Mec,Lancer
Mitsubishi,Lancer HL,Lancer
Mitsubishi,Lancer HL-T,Lancer
Mitsubishi,Lancer HLE,Lancer
Mitsubishi,Lancer LS,Lancer
Mitsubishi,Lancer Sport Ralliart,Lancer
Mitsubishi,Mirage ES,Mirage
Mitsubishi,Mirage GS,Mirage
Mitsubishi,Mirage LS,Mirage
Mitsubishi,Montero,Montero
Mitsubishi,OUTLANDER,OUTLANDER
Mitsubishi,OUTLANDER COMFORT,OUTLANDER
Mitsubishi,OUTLANDER GLS,OUTLANDER
Mitsubishi,OUTLANDER HPE,OUTLANDER
Mitsubishi,OUTLANDER HPE-S,OUTLANDER
Mitsubishi,OUTLANDER HPE-S BLACK ED.,OUTLANDER
Mitsubishi,OUTLANDER Signature,OUTLANDER
Mitsubishi,OUTLANDER SP. HPE BL.ED,OUTLANDER
Mitsubishi,OUTLANDER Sp. HPE BL.ED,OUTLANDER
Mitsubishi,OUTLANDER Sport GLS,OUTLANDER
Mitsubishi,OUTLANDER Sport HPE,OUTLANDER
Mitsubishi,Pajero,Pajero
Mitsubishi,Pajero DAKAR,Pajero
Mitsubishi,Pajero DAKAR HPE,Pajero
Mitsubishi,Pajero DAKAR/HPE,Pajero
Mitsubishi,Pajero Evolution,Pajero
Mitsubishi,Pajero Full GLS/GLS/PKHPE,Pajero
Mitsubishi,Pajero Full Legend Ed.3.2 T.I. Die. Aut.,Pajero
Mitsubishi,Pajero GLS,Pajero
Mitsubishi,Pajero GLS Full,Pajero
